customer_id,store_name,transaction_date,aisle,product_name,quantity,unit_price,total_amount,discount_amount,final_amount,loyalty_points,month,year,DayOfWeek,profit
8489,City Fresh Store,2023-09-24,Dairy,Eggs,1.0,11.13,11.13,2.23,8.9,104,9,2023,Sunday,6.67
2816,SuperSave Central,2025-05-17,Personal Care,Pasta,5.0,26.83,134.15,4.99,129.16,299,5,2025,Saturday,124.17
9189,FreshMart Downtown,2024-11-12,Personal Care,Apples,4.0,27.68,110.72,0.0,110.72,126,11,2024,Tuesday,110.72
9782,GreenGrocer Plaza,2023-08-19,Canned Goods,Bananas,3.0,20.75,62.25,6.23,56.02,348,8,2023,Saturday,49.790000000000006
9443,MegaMart Westside,2024-10-26,Household Items,Chicken Breast,3.0,5.45,16.35,0.0,16.35,41,10,2024,Saturday,16.35
4963,City Fresh Store,2025-02-15,Beverages,Pasta,5.0,20.07,100.35,0.0,100.35,168,2,2025,Saturday,100.35
3352,City Fresh Store,2024-03-20,Canned Goods,Eggs,2.0,26.03,52.06,7.81,44.25,410,3,2024,Wednesday,36.44
8032,FreshMart Downtown,2023-08-08,Dairy,Onions,5.0,12.05,60.25,12.05,48.2,204,8,2023,Tuesday,36.150000000000006
6780,FamilyFood Express,2024-02-09,Snacks & Candy,Bread,1.0,25.71,25.71,2.57,23.14,83,2,2024,Friday,20.57
7825,QuickStop Market,2023-12-30,Health & Wellness,Eggs,1.0,9.65,9.65,0.0,9.65,410,12,2023,Saturday,9.65
2402,QuickStop Market,2024-09-16,Health & Wellness,Eggs,3.0,20.29,60.87,1.8,59.07,426,9,2024,Monday,57.27
6908,City Fresh Store,2023-09-28,Snacks & Candy,Potatoes,3.0,17.32,51.96,5.2,46.76,216,9,2023,Thursday,41.559999999999995
9618,MegaMart Westside,2024-10-02,Household Items,Apples,4.0,19.28,77.12,2.37,74.75,47,10,2024,Wednesday,72.38
9312,City Fresh Store,2025-04-08,Health & Wellness,Ground Beef,2.0,27.98,55.96,8.39,47.57,269,4,2025,Tuesday,39.18
9316,City Fresh Store,2024-10-10,Snacks & Candy,Bread,4.0,9.7,38.8,7.76,31.04,65,10,2024,Thursday,23.28
1333,ValuePlus Market,2024-06-05,Snacks & Candy,Rice,5.0,2.37,11.85,1.43,10.42,39,6,2024,Wednesday,8.99
8702,Corner Grocery,2023-09-09,Snacks & Candy,Chicken Breast,4.0,20.15,80.6,12.09,68.51,291,9,2023,Saturday,56.42
7338,QuickStop Market,2024-05-22,Household Items,Bread,5.0,1.46,7.3,1.46,5.84,379,5,2024,Wednesday,4.38
5155,SuperSave Central,2025-03-09,Snacks & Candy,Milk,1.0,13.06,13.06,1.96,11.1,360,3,2025,Sunday,9.14
1266,City Fresh Store,2024-05-10,Health & Wellness,Salmon,5.0,24.42,122.1,24.42,97.68,174,5,2024,Friday,73.26
2106,SuperSave Central,2024-04-30,Dairy,Pasta,1.0,13.57,13.57,1.36,12.21,9,4,2024,Tuesday,10.850000000000001
4950,GreenGrocer Plaza,2025-02-26,Produce,Apples,4.0,14.33,57.32,8.6,48.72,207,2,2025,Wednesday,40.12
2698,MegaMart Westside,2025-03-28,Health & Wellness,Tomatoes,3.0,3.53,10.59,2.12,8.47,69,3,2025,Friday,6.3500000000000005
6447,GreenGrocer Plaza,2023-11-18,Produce,Yogurt,1.0,7.06,7.06,0.0,7.06,332,11,2023,Saturday,7.06
1726,FamilyFood Express,2024-05-06,Snacks & Candy,Onions,2.0,3.49,6.98,1.4,5.58,394,5,2024,Monday,4.18
9945,City Fresh Store,2024-04-25,Snacks & Candy,Bananas,1.0,5.81,5.81,0.58,5.23,78,4,2024,Thursday,4.65
3868,City Fresh Store,2025-05-12,Produce,Salmon,5.0,8.03,40.15,2.34,37.81,150,5,2025,Monday,35.47
8612,GreenGrocer Plaza,2025-01-28,Health & Wellness,Cheese,4.0,25.6,102.4,2.95,99.45,377,1,2025,Tuesday,96.5
8840,City Fresh Store,2024-12-09,Personal Care,Potatoes,2.0,21.7,43.4,4.34,39.06,270,12,2024,Monday,34.72
3986,MegaMart Westside,2025-04-28,Personal Care,Bread,3.0,26.88,80.64,2.98,77.66,213,4,2025,Monday,74.67999999999999
3209,MegaMart Westside,2023-09-25,Beverages,Cheese,1.0,5.67,5.67,0.57,5.1,371,9,2023,Monday,4.529999999999999
8498,MegaMart Westside,2023-09-04,Beverages,Ground Beef,5.0,7.36,36.8,4.41,32.39,465,9,2023,Monday,27.98
5807,City Fresh Store,2024-01-10,Meat & Seafood,Rice,4.0,28.82,115.28,11.53,103.75,426,1,2024,Wednesday,92.22
1717,SuperSave Central,2025-04-12,Household Items,Yogurt,3.0,21.02,63.06,12.61,50.45,44,4,2025,Saturday,37.84
4268,SuperSave Central,2025-06-25,Bakery,Apples,5.0,15.26,76.3,7.63,68.67,406,6,2025,Wednesday,61.04
1686,QuickStop Market,2024-04-08,Bakery,Yogurt,5.0,2.35,11.75,1.76,9.99,9,4,2024,Monday,8.23
6080,MegaMart Westside,2024-09-10,Health & Wellness,Apples,2.0,25.0,50.0,2.35,47.65,457,9,2024,Tuesday,45.3
7524,GreenGrocer Plaza,2025-05-01,Household Items,Ground Beef,1.0,17.29,17.29,2.59,14.7,249,5,2025,Thursday,12.11
9897,MegaMart Westside,2024-08-08,Produce,Onions,3.0,26.98,80.94,0.0,80.94,436,8,2024,Thursday,80.94
5150,FreshMart Downtown,2023-09-04,Beverages,Salmon,1.0,29.26,29.26,1.17,28.09,400,9,2023,Monday,26.92
4131,GreenGrocer Plaza,2024-03-16,Meat & Seafood,Chicken Breast,2.0,27.41,54.82,0.0,54.82,80,3,2024,Saturday,54.82
6848,City Fresh Store,2025-06-06,Personal Care,Potatoes,1.0,5.46,5.46,1.09,4.37,186,6,2025,Friday,3.2800000000000002
1783,GreenGrocer Plaza,2025-06-09,Bakery,Salmon,4.0,23.3,93.2,9.32,83.88,3,6,2025,Monday,74.56
6438,MegaMart Westside,2024-03-06,Frozen Foods,Carrots,2.0,3.46,6.92,1.04,5.88,190,3,2024,Wednesday,4.84
3039,FamilyFood Express,2025-04-18,Meat & Seafood,Carrots,4.0,23.82,95.28,9.53,85.75,70,4,2025,Friday,76.22
7029,Corner Grocery,2024-07-11,Beverages,Carrots,3.0,28.36,85.08,3.87,81.21,226,7,2024,Thursday,77.33999999999999
7553,ValuePlus Market,2025-03-06,Dairy,Bread,3.0,10.12,30.36,3.04,27.32,395,3,2025,Thursday,24.28
8204,FreshMart Downtown,2025-07-01,Snacks & Candy,Milk,2.0,27.16,54.32,5.43,48.89,29,7,2025,Tuesday,43.46
7334,Corner Grocery,2024-04-26,Health & Wellness,Onions,3.0,21.91,65.73,4.31,61.42,160,4,2024,Friday,57.11
4060,ValuePlus Market,2024-08-26,Household Items,Eggs,4.0,13.93,55.72,0.0,55.72,105,8,2024,Monday,55.72
9151,MegaMart Westside,2024-05-18,Health & Wellness,Tomatoes,2.0,26.54,53.08,2.34,50.74,43,5,2024,Saturday,48.400000000000006
9507,SuperSave Central,2024-03-01,Personal Care,Onions,3.0,7.19,21.57,2.36,19.21,261,3,2024,Friday,16.85
2353,SuperSave Central,2025-02-21,Produce,Bananas,5.0,18.17,90.85,0.0,90.85,123,2,2025,Friday,90.85
7955,Corner Grocery,2023-10-07,Personal Care,Chicken Breast,1.0,25.4,25.4,1.19,24.21,132,10,2023,Saturday,23.02
8055,GreenGrocer Plaza,2024-11-16,Beverages,Rice,5.0,22.36,111.8,22.36,89.44,232,11,2024,Saturday,67.08
3956,ValuePlus Market,2024-10-03,Household Items,Ground Beef,3.0,9.67,29.01,0.0,29.01,341,10,2024,Thursday,29.01
5813,Corner Grocery,2024-04-12,Personal Care,Ground Beef,1.0,10.5,10.5,1.57,8.93,298,4,2024,Friday,7.359999999999999
2680,City Fresh Store,2023-10-08,Dairy,Eggs,4.0,25.01,100.04,2.7,97.34,41,10,2023,Sunday,94.64
6372,SuperSave Central,2025-01-01,Beverages,Yogurt,4.0,3.25,13.0,3.24,9.76,346,1,2025,Wednesday,6.52
5843,Corner Grocery,2024-04-01,Frozen Foods,Potatoes,4.0,29.89,119.56,0.0,119.56,352,4,2024,Monday,119.56
8305,Corner Grocery,2024-11-17,Meat & Seafood,Eggs,5.0,4.68,23.4,4.68,18.72,364,11,2024,Sunday,14.04
7981,ValuePlus Market,2023-12-14,Personal Care,Chicken Breast,2.0,14.2,28.4,2.48,25.92,16,12,2023,Thursday,23.44
8272,GreenGrocer Plaza,2024-05-06,Household Items,Cheese,1.0,4.5,4.5,3.09,1.41,292,5,2024,Monday,-1.68
8325,GreenGrocer Plaza,2023-09-08,Canned Goods,Rice,3.0,9.78,29.34,5.87,23.47,248,9,2023,Friday,17.599999999999998
6776,SuperSave Central,2024-11-26,Household Items,Cheese,1.0,28.16,28.16,5.63,22.53,156,11,2024,Tuesday,16.900000000000002
8126,SuperSave Central,2024-03-07,Beverages,Bananas,1.0,16.87,16.87,1.69,15.18,34,3,2024,Thursday,13.49
1939,City Fresh Store,2023-10-04,Household Items,Rice,5.0,14.11,70.55,7.05,63.5,172,10,2023,Wednesday,56.45
7655,SuperSave Central,2024-05-15,Meat & Seafood,Carrots,4.0,23.08,92.32,18.46,73.86,341,5,2024,Wednesday,55.4
9406,MegaMart Westside,2025-04-20,Dairy,Cheese,4.0,7.74,30.96,1.18,29.78,202,4,2025,Sunday,28.6
3621,City Fresh Store,2023-08-31,Frozen Foods,Bread,2.0,21.5,43.0,3.58,39.42,292,8,2023,Thursday,35.84
3339,ValuePlus Market,2025-05-27,Dairy,Yogurt,5.0,16.7,83.5,3.09,80.41,387,5,2025,Tuesday,77.32
8179,City Fresh Store,2023-09-03,Personal Care,Bananas,1.0,20.08,20.08,2.1,17.98,272,9,2023,Sunday,15.88
3068,FamilyFood Express,2023-09-28,Bakery,Salmon,1.0,24.39,24.39,2.44,21.95,310,9,2023,Thursday,19.509999999999998
4866,FreshMart Downtown,2025-04-02,Beverages,Bananas,3.0,13.66,40.98,2.27,38.71,212,4,2025,Wednesday,36.44
7001,QuickStop Market,2024-05-14,Dairy,Chicken Breast,1.0,16.7,16.7,3.34,13.36,146,5,2024,Tuesday,10.02
7272,QuickStop Market,2024-10-20,Dairy,Eggs,3.0,28.6,85.8,3.46,82.34,347,10,2024,Sunday,78.88000000000001
1530,MegaMart Westside,2024-11-18,Meat & Seafood,Bananas,1.0,9.63,9.63,1.93,7.7,50,11,2024,Monday,5.7700000000000005
3513,Corner Grocery,2025-01-15,Canned Goods,Pasta,4.0,28.3,113.2,1.81,111.39,460,1,2025,Wednesday,109.58
8371,FamilyFood Express,2024-05-21,Beverages,Carrots,5.0,12.16,60.8,2.27,58.53,58,5,2024,Tuesday,56.26
7095,ValuePlus Market,2024-07-16,Snacks & Candy,Bread,4.0,1.83,7.32,2.08,5.24,324,7,2024,Tuesday,3.16
2259,GreenGrocer Plaza,2024-10-25,Bakery,Onions,2.0,9.82,19.64,4.39,15.25,208,10,2024,Friday,10.86
3255,ValuePlus Market,2024-09-21,Bakery,Eggs,3.0,16.66,49.98,4.81,45.17,86,9,2024,Saturday,40.36
7012,ValuePlus Market,2024-06-11,Beverages,Milk,1.0,24.56,24.56,0.0,24.56,492,6,2024,Tuesday,24.56
6150,SuperSave Central,2024-12-23,Produce,Milk,4.0,8.92,35.68,5.35,30.33,128,12,2024,Monday,24.979999999999997
5566,FamilyFood Express,2024-02-16,Household Items,Carrots,3.0,2.31,6.93,1.04,5.89,378,2,2024,Friday,4.85
2858,GreenGrocer Plaza,2023-08-27,Snacks & Candy,Chicken Breast,2.0,22.02,44.04,8.81,35.23,143,8,2023,Sunday,26.419999999999995
4048,ValuePlus Market,2024-08-28,Canned Goods,Cereal,3.0,29.4,88.2,13.23,74.97,362,8,2024,Wednesday,61.739999999999995
9482,FamilyFood Express,2024-06-02,Health & Wellness,Cereal,3.0,7.1,21.3,4.66,16.64,491,6,2024,Sunday,11.98
2929,SuperSave Central,2024-02-26,Health & Wellness,Bananas,5.0,14.81,74.05,0.0,74.05,461,2,2024,Monday,74.05
5264,SuperSave Central,2025-02-03,Snacks & Candy,Onions,4.0,23.1,92.4,0.0,92.4,275,2,2025,Monday,92.4
8311,GreenGrocer Plaza,2024-01-20,Personal Care,Bananas,4.0,20.49,81.96,2.43,79.53,180,1,2024,Saturday,77.1
5678,SuperSave Central,2025-01-27,Produce,Chicken Breast,4.0,11.73,46.92,1.89,45.03,98,1,2025,Monday,43.14
9047,FreshMart Downtown,2024-01-09,Frozen Foods,Orange Juice,2.0,3.6,7.2,0.0,7.2,314,1,2024,Tuesday,7.2
3009,FamilyFood Express,2023-11-20,Bakery,Potatoes,3.0,2.06,6.18,1.78,4.4,252,11,2023,Monday,2.62
2213,Corner Grocery,2024-07-23,Dairy,Pasta,5.0,15.5,77.5,0.0,77.5,87,7,2024,Tuesday,77.5
3828,SuperSave Central,2025-07-05,Dairy,Eggs,1.0,4.69,4.69,3.92,0.77,477,7,2025,Saturday,-3.15
8292,QuickStop Market,2023-10-14,Bakery,Bananas,5.0,18.81,94.05,4.75,89.3,348,10,2023,Saturday,84.55
6236,FreshMart Downtown,2025-01-06,Canned Goods,Cheese,4.0,8.94,35.76,3.58,32.18,348,1,2025,Monday,28.6
6692,MegaMart Westside,2025-02-08,Personal Care,Milk,2.0,2.35,4.7,2.8,1.9,470,2,2025,Saturday,-0.8999999999999999
2063,FreshMart Downtown,2024-10-07,Snacks & Candy,Yogurt,3.0,3.36,10.08,0.0,10.08,292,10,2024,Monday,10.08
9882,FamilyFood Express,2024-03-19,Snacks & Candy,Bread,2.0,6.7,13.4,3.5,9.9,168,3,2024,Tuesday,6.4
5914,GreenGrocer Plaza,2025-05-29,Produce,Potatoes,4.0,24.42,97.68,14.65,83.03,303,5,2025,Thursday,68.38
3580,FamilyFood Express,2025-02-09,Dairy,Potatoes,2.0,28.8,57.6,8.64,48.96,426,2,2025,Sunday,40.32
3852,ValuePlus Market,2025-04-14,Bakery,Bread,5.0,18.96,94.8,0.0,94.8,391,4,2025,Monday,94.8
6922,City Fresh Store,2024-09-05,Household Items,Chicken Breast,1.0,29.25,29.25,2.93,26.32,469,9,2024,Thursday,23.39
4673,MegaMart Westside,2023-11-09,Dairy,Eggs,1.0,27.64,27.64,4.15,23.49,226,11,2023,Thursday,19.339999999999996
4292,Corner Grocery,2025-04-13,Dairy,Chicken Breast,1.0,17.21,17.21,1.72,15.49,150,4,2025,Sunday,13.77
3275,GreenGrocer Plaza,2024-02-06,Household Items,Cheese,2.0,26.06,52.12,5.21,46.91,403,2,2024,Tuesday,41.699999999999996
9094,Corner Grocery,2023-08-27,Beverages,Cheese,5.0,18.95,94.75,9.47,85.28,173,8,2023,Sunday,75.81
7044,FamilyFood Express,2024-08-04,Household Items,Eggs,5.0,8.42,42.1,0.0,42.1,215,8,2024,Sunday,42.1
3126,City Fresh Store,2024-11-24,Meat & Seafood,Ground Beef,2.0,24.1,48.2,7.23,40.97,30,11,2024,Sunday,33.739999999999995
2412,Corner Grocery,2023-09-27,Personal Care,Orange Juice,3.0,17.92,53.76,10.75,43.01,277,9,2023,Wednesday,32.26
6067,City Fresh Store,2024-06-11,Frozen Foods,Cereal,3.0,11.69,35.07,1.95,33.12,4,6,2024,Tuesday,31.169999999999998
8842,ValuePlus Market,2024-09-18,Produce,Cheese,3.0,6.66,19.98,2.37,17.61,102,9,2024,Wednesday,15.239999999999998
7730,City Fresh Store,2025-03-26,Beverages,Cereal,5.0,17.41,87.05,8.71,78.34,171,3,2025,Wednesday,69.63
7708,MegaMart Westside,2025-05-07,Meat & Seafood,Chicken Breast,4.0,26.4,105.6,10.56,95.04,466,5,2025,Wednesday,84.48
2208,FamilyFood Express,2023-11-12,Produce,Ground Beef,2.0,14.52,29.04,2.9,26.14,109,11,2023,Sunday,23.240000000000002
6194,MegaMart Westside,2024-12-17,Snacks & Candy,Yogurt,4.0,6.33,25.32,1.29,24.03,3,12,2024,Tuesday,22.740000000000002
2215,FreshMart Downtown,2024-07-21,Personal Care,Chicken Breast,2.0,9.42,18.84,4.9,13.94,99,7,2024,Sunday,9.04
8632,FamilyFood Express,2025-01-16,Bakery,Rice,2.0,7.34,14.68,2.2,12.48,134,1,2025,Thursday,10.280000000000001
9476,ValuePlus Market,2024-04-30,Bakery,Apples,2.0,1.61,3.22,1.08,2.14,431,4,2024,Tuesday,1.06
3102,SuperSave Central,2025-06-18,Snacks & Candy,Chicken Breast,3.0,28.14,84.42,16.88,67.54,156,6,2025,Wednesday,50.66000000000001
3981,MegaMart Westside,2025-03-25,Canned Goods,Apples,5.0,29.33,146.65,0.0,146.65,319,3,2025,Tuesday,146.65
3114,GreenGrocer Plaza,2024-07-08,Dairy,Eggs,2.0,24.04,48.08,0.0,48.08,98,7,2024,Monday,48.08
9238,MegaMart Westside,2025-07-14,Canned Goods,Cheese,2.0,27.7,55.4,2.18,53.22,390,7,2025,Monday,51.04
1907,SuperSave Central,2025-05-13,Canned Goods,Ground Beef,1.0,19.24,19.24,4.87,14.37,143,5,2025,Tuesday,9.5
3034,City Fresh Store,2024-09-12,Bakery,Bread,4.0,23.93,95.72,19.14,76.58,314,9,2024,Thursday,57.44
3507,ValuePlus Market,2024-03-30,Snacks & Candy,Carrots,3.0,15.45,46.35,6.95,39.4,237,3,2024,Saturday,32.449999999999996
3697,MegaMart Westside,2023-12-10,Personal Care,Potatoes,4.0,14.73,58.92,0.0,58.92,297,12,2023,Sunday,58.92
6286,FreshMart Downtown,2025-08-02,Bakery,Ground Beef,2.0,14.1,28.2,5.64,22.56,120,8,2025,Saturday,16.919999999999998
4694,QuickStop Market,2024-05-01,Snacks & Candy,Tomatoes,5.0,5.55,27.75,4.16,23.59,431,5,2024,Wednesday,19.43
9501,ValuePlus Market,2025-07-02,Dairy,Eggs,1.0,9.55,9.55,1.91,7.64,265,7,2025,Wednesday,5.7299999999999995
5653,FreshMart Downtown,2025-05-25,Beverages,Carrots,5.0,10.74,53.7,5.37,48.33,230,5,2025,Sunday,42.96
2292,Corner Grocery,2024-02-17,Canned Goods,Potatoes,3.0,8.91,26.73,2.67,24.06,12,2,2024,Saturday,21.39
4216,FamilyFood Express,2024-12-12,Frozen Foods,Bread,3.0,27.13,81.39,12.21,69.18,150,12,2024,Thursday,56.970000000000006
5496,FamilyFood Express,2023-11-12,Dairy,Chicken Breast,1.0,11.44,11.44,1.72,9.72,279,11,2023,Sunday,8.0
5961,FamilyFood Express,2024-11-26,Health & Wellness,Cereal,3.0,9.77,29.31,5.86,23.45,417,11,2024,Tuesday,17.59
9740,SuperSave Central,2023-10-18,Personal Care,Pasta,1.0,23.32,23.32,2.33,20.99,144,10,2023,Wednesday,18.659999999999997
9234,Corner Grocery,2024-12-16,Household Items,Bananas,4.0,19.96,79.84,7.98,71.86,389,12,2024,Monday,63.879999999999995
3762,,2024-11-08,Bakery,Yogurt,4.0,7.77,31.08,0.0,31.08,300,11,2024,Friday,31.08
3526,City Fresh Store,2023-12-17,Canned Goods,Bread,3.0,25.52,76.56,15.31,61.25,219,12,2023,Sunday,45.94
6531,City Fresh Store,2025-05-22,Beverages,Onions,1.0,11.86,11.86,1.78,10.08,295,5,2025,Thursday,8.3
1674,FreshMart Downtown,2025-05-08,Beverages,Orange Juice,3.0,7.53,22.59,0.0,22.59,217,5,2025,Thursday,22.59
1464,ValuePlus Market,2023-10-09,Frozen Foods,Cereal,5.0,1.66,8.3,1.66,6.64,402,10,2023,Monday,4.9799999999999995
1744,SuperSave Central,2024-12-17,Canned Goods,Tomatoes,4.0,6.91,27.64,2.55,25.09,200,12,2024,Tuesday,22.54
5336,City Fresh Store,2024-12-24,Dairy,Cereal,5.0,28.89,144.45,1.69,142.76,327,12,2024,Tuesday,141.07
4453,ValuePlus Market,2025-03-24,Meat & Seafood,Milk,5.0,15.16,75.8,4.65,71.15,95,3,2025,Monday,66.5
7825,Corner Grocery,2024-11-29,Frozen Foods,Yogurt,2.0,9.43,18.86,1.89,16.97,268,11,2024,Friday,15.079999999999998
1496,FreshMart Downtown,2024-08-27,Canned Goods,Carrots,1.0,5.97,5.97,0.6,5.37,440,8,2024,Tuesday,4.7700000000000005
9938,SuperSave Central,2024-03-18,Dairy,Eggs,5.0,13.12,65.6,6.56,59.04,380,3,2024,Monday,52.48
5949,FamilyFood Express,2024-08-16,Meat & Seafood,Yogurt,3.0,13.52,40.56,8.11,32.45,363,8,2024,Friday,24.340000000000003
5012,QuickStop Market,2025-04-23,Household Items,Yogurt,5.0,21.78,108.9,21.78,87.12,234,4,2025,Wednesday,65.34
7653,FreshMart Downtown,2024-03-25,Meat & Seafood,Salmon,1.0,24.9,24.9,2.32,22.58,309,3,2024,Monday,20.259999999999998
8430,City Fresh Store,2023-10-02,Beverages,Salmon,5.0,2.12,10.6,0.0,10.6,46,10,2023,Monday,10.6
1981,City Fresh Store,2023-12-07,Canned Goods,Rice,4.0,18.77,75.08,7.51,67.57,414,12,2023,Thursday,60.059999999999995
8202,FamilyFood Express,2024-06-24,Meat & Seafood,Cheese,4.0,12.15,48.6,0.0,48.6,337,6,2024,Monday,48.6
8933,GreenGrocer Plaza,2024-08-01,Snacks & Candy,Milk,2.0,26.67,53.34,0.0,53.34,80,8,2024,Thursday,53.34
4342,ValuePlus Market,2024-04-27,Frozen Foods,Bread,2.0,27.34,54.68,8.2,46.48,210,4,2024,Saturday,38.28
3353,GreenGrocer Plaza,2024-04-05,Dairy,Carrots,3.0,12.88,38.64,7.73,30.91,84,4,2024,Friday,23.18
6231,ValuePlus Market,2025-02-27,Produce,Salmon,1.0,3.11,3.11,0.31,2.8,355,2,2025,Thursday,2.4899999999999998
6658,,2024-06-11,Snacks & Candy,Yogurt,4.0,2.09,8.36,0.0,8.36,128,6,2024,Tuesday,8.36
3142,SuperSave Central,2025-03-19,Canned Goods,Salmon,4.0,14.37,57.48,0.0,57.48,42,3,2025,Wednesday,57.48
7070,City Fresh Store,2024-09-09,Meat & Seafood,Potatoes,3.0,25.4,76.2,1.4,74.8,87,9,2024,Monday,73.39999999999999
2739,QuickStop Market,2024-04-10,Dairy,Onions,4.0,5.88,23.52,0.0,23.52,343,4,2024,Wednesday,23.52
4960,QuickStop Market,2024-08-03,Meat & Seafood,Salmon,3.0,6.15,18.45,0.0,18.45,365,8,2024,Saturday,18.45
3007,ValuePlus Market,2024-03-01,Bakery,Salmon,1.0,25.25,25.25,2.53,22.72,415,3,2024,Friday,20.189999999999998
8366,QuickStop Market,2024-02-15,Beverages,Milk,5.0,1.13,5.65,1.13,4.52,395,2,2024,Thursday,3.3899999999999997
3308,FamilyFood Express,2023-10-21,Canned Goods,Ground Beef,2.0,3.64,7.28,2.35,4.93,215,10,2023,Saturday,2.5799999999999996
1829,FamilyFood Express,2024-03-19,Health & Wellness,Bread,2.0,28.79,57.58,0.0,57.58,49,3,2024,Tuesday,57.58
7293,SuperSave Central,2025-06-08,Produce,Cheese,5.0,4.11,20.55,3.51,17.04,167,6,2025,Sunday,13.53
7850,FamilyFood Express,2024-02-15,Personal Care,Tomatoes,4.0,4.49,17.96,2.69,15.27,109,2,2024,Thursday,12.58
3616,MegaMart Westside,2025-04-29,Meat & Seafood,Bananas,4.0,19.96,79.84,15.97,63.87,6,4,2025,Tuesday,47.9
6364,City Fresh Store,2025-08-01,Bakery,Bread,3.0,19.84,59.52,4.54,54.98,188,8,2025,Friday,50.44
6123,Corner Grocery,2024-01-01,Frozen Foods,Potatoes,1.0,21.65,21.65,3.25,18.4,405,1,2024,Monday,15.149999999999999
3610,GreenGrocer Plaza,2024-08-28,Household Items,Cereal,4.0,20.65,82.6,12.39,70.21,497,8,2024,Wednesday,57.81999999999999
9433,SuperSave Central,2024-08-03,Health & Wellness,Cereal,4.0,2.95,11.8,1.18,10.62,9,8,2024,Saturday,9.44
9171,ValuePlus Market,2025-06-19,Health & Wellness,Ground Beef,5.0,18.03,90.15,3.47,86.68,6,6,2025,Thursday,83.21000000000001
6055,GreenGrocer Plaza,2024-08-27,Frozen Foods,Ground Beef,4.0,22.95,91.8,1.55,90.25,317,8,2024,Tuesday,88.7
1379,City Fresh Store,2023-10-15,Frozen Foods,Yogurt,2.0,11.89,23.78,4.76,19.02,328,10,2023,Sunday,14.26
7442,City Fresh Store,2024-09-02,Canned Goods,Eggs,3.0,10.2,30.6,4.17,26.43,402,9,2024,Monday,22.259999999999998
8491,Corner Grocery,2024-02-09,Health & Wellness,Rice,1.0,7.63,7.63,1.14,6.49,375,2,2024,Friday,5.3500000000000005
4524,FamilyFood Express,2024-11-02,Bakery,Onions,1.0,27.28,27.28,0.0,27.28,340,11,2024,Saturday,27.28
6781,FamilyFood Express,2023-09-13,Household Items,Tomatoes,5.0,10.32,51.6,4.48,47.12,226,9,2023,Wednesday,42.64
1828,GreenGrocer Plaza,2024-03-12,Bakery,Milk,2.0,28.2,56.4,11.28,45.12,64,3,2024,Tuesday,33.839999999999996
9108,ValuePlus Market,2024-11-13,Bakery,Ground Beef,5.0,3.26,16.3,2.44,13.86,371,11,2024,Wednesday,11.42
8710,SuperSave Central,2024-03-15,Bakery,Ground Beef,4.0,6.11,24.44,3.67,20.77,127,3,2024,Friday,17.1
9793,City Fresh Store,2023-08-13,Health & Wellness,Yogurt,3.0,26.0,78.0,11.7,66.3,246,8,2023,Sunday,54.599999999999994
2761,Corner Grocery,2024-07-06,Snacks & Candy,Apples,4.0,13.79,55.16,11.03,44.13,258,7,2024,Saturday,33.1
3194,City Fresh Store,2025-06-22,Produce,Tomatoes,4.0,25.76,103.04,3.15,99.89,388,6,2025,Sunday,96.74
5333,ValuePlus Market,2025-02-22,Meat & Seafood,Pasta,4.0,14.44,57.76,5.78,51.98,232,2,2025,Saturday,46.199999999999996
6992,ValuePlus Market,2025-03-22,Household Items,Potatoes,1.0,10.65,10.65,2.13,8.52,366,3,2025,Saturday,6.39
7606,SuperSave Central,2024-05-17,Bakery,Bananas,1.0,25.98,25.98,2.6,23.38,373,5,2024,Friday,20.779999999999998
1741,Corner Grocery,2024-06-13,Snacks & Candy,Tomatoes,3.0,12.13,36.39,3.64,32.75,157,6,2024,Thursday,29.11
1838,FreshMart Downtown,2024-10-22,Dairy,Tomatoes,5.0,5.7,28.5,4.27,24.23,390,10,2024,Tuesday,19.96
4189,MegaMart Westside,2024-05-14,Personal Care,Potatoes,3.0,21.19,63.57,6.36,57.21,333,5,2024,Tuesday,50.85
5728,FamilyFood Express,2023-10-03,Bakery,Potatoes,1.0,27.71,27.71,0.0,27.71,185,10,2023,Tuesday,27.71
7329,SuperSave Central,2024-09-01,Frozen Foods,Salmon,2.0,8.36,16.72,1.47,15.25,308,9,2024,Sunday,13.78
8378,GreenGrocer Plaza,2025-03-22,Health & Wellness,Tomatoes,4.0,21.47,85.88,4.64,81.24,498,3,2025,Saturday,76.6
5582,Corner Grocery,2025-05-09,Meat & Seafood,Cheese,3.0,21.05,63.15,2.23,60.92,256,5,2025,Friday,58.690000000000005
2946,Corner Grocery,2023-11-14,Dairy,Chicken Breast,5.0,23.51,117.55,17.63,99.92,176,11,2023,Tuesday,82.29
2584,FamilyFood Express,2024-06-07,Snacks & Candy,Rice,1.0,29.61,29.61,1.39,28.22,417,6,2024,Friday,26.83
7114,Corner Grocery,2025-04-15,Personal Care,Cheese,3.0,22.25,66.75,10.01,56.74,87,4,2025,Tuesday,46.730000000000004
6555,SuperSave Central,2024-10-13,Meat & Seafood,Yogurt,4.0,6.27,25.08,2.51,22.57,485,10,2024,Sunday,20.060000000000002
6990,FamilyFood Express,2025-03-15,Meat & Seafood,Yogurt,1.0,22.74,22.74,3.41,19.33,414,3,2025,Saturday,15.919999999999998
